Fecha,Radiacion_Solar_Global_kWh_m2,Radiacion_Cielo_Despejado_kWh_m2,Radiacion_Directa_Normal_kWh_m2,Radiacion_Difusa_kWh_m2,Temperatura_Media_C,Temperatura_Maxima_C,Temperatura_Minima_C,Velocidad_Viento_m_s,Direccion_Viento_grados,Precipitacion_mm,Humedad_Relativa_pct,Nubosidad_pct
2024-04-07,4.7945,5.6508,2.3923,2.8183,14.59,20.15,10.77,2.84,244.1,0.3,79.94,76.56
2024-04-08,4.9949,6.8566,4.7426,2.0921,10.24,15.78,4.19,5.68,253.0,1.06,79.0,51.11
2024-04-09,7.176,7.2072,10.6728,0.8861,7.46,14.8,0.14,3.57,349.6,0.1,69.5,5.27
2024-04-10,6.834,6.9636,9.145,1.3385,10.54,19.01,1.55,3.4,10.6,0.0,70.9,19.41
2024-04-11,6.7946,6.9902,8.7437,1.5806,14.39,23.48,6.4,4.55,40.2,0.0,69.11,19.16
2024-04-12,7.1458,7.1534,10.421,0.8369,14.74,22.58,5.82,1.56,109.9,0.0,59.38,0.54
2024-04-13,7.2331,7.2446,10.3459,0.8964,16.38,23.91,6.87,1.79,60.0,0.0,57.84,4.07
2024-04-14,6.857,7.1006,8.0069,2.0268,15.85,23.47,6.91,2.06,183.9,0.0,58.94,19.26
2024-04-15,6.6574,6.863,6.9487,1.9346,17.17,24.84,10.86,3.16,349.7,0.0,70.39,29.74
2024-04-16,7.3634,7.3709,10.7167,0.7853,14.6,22.82,6.93,4.08,12.2,0.0,66.01,0.7
2024-04-17,7.5408,7.5442,11.5829,0.6058,11.89,19.95,4.59,3.99,25.4,0.0,67.29,0.62
2024-04-18,7.5982,7.6159,11.3306,0.7555,11.43,20.17,3.28,4.4,44.4,0.0,63.69,1.98
2024-04-19,7.4522,7.475,10.3212,0.978,12.05,19.82,2.65,2.44,89.8,0.0,67.54,6.63
2024-04-20,6.9595,7.4856,7.2295,2.6966,13.92,21.76,7.79,3.7,55.8,0.0,59.06,39.44
2024-04-21,7.5094,7.5403,9.9667,1.1491,12.7,21.23,4.29,2.91,36.5,0.0,61.0,3.18
2024-04-22,7.733,7.7777,10.6128,1.0142,9.42,17.49,2.79,5.29,24.4,0.0,55.35,5.41
2024-04-23,6.947,7.6267,7.7112,1.7866,7.62,15.71,-0.63,4.26,9.2,0.03,64.35,25.37
2024-04-24,7.4918,7.8746,9.2011,2.0875,9.56,17.82,-0.08,2.56,358.6,0.0,59.37,37.67
2024-04-25,4.5406,7.5158,2.6806,3.0763,10.62,16.64,5.07,2.84,330.1,0.02,65.22,85.01
2024-04-26,4.831,7.4772,0.5302,3.87,10.33,16.01,5.01,4.26,228.6,2.81,73.82,92.44
2024-04-27,5.1456,7.6795,2.9582,3.0612,9.34,12.91,5.68,6.06,222.3,5.32,77.19,82.18
2024-04-28,6.3694,7.799,5.4353,2.9791,9.71,15.0,3.65,1.97,296.8,0.14,63.61,37.18
2024-04-29,5.7965,7.6769,4.3181,2.8358,10.78,17.49,3.31,2.52,10.3,0.04,63.48,64.39
2024-04-30,5.7679,7.7448,4.5454,2.8464,11.22,17.6,3.52,3.97,251.2,1.22,67.21,63.65
2024-05-01,6.0341,7.962,3.7423,3.4087,8.03,13.05,3.23,4.5,282.5,0.9,71.26,76.0
2024-05-02,6.0806,7.9822,4.6498,3.2062,8.52,15.0,1.99,3.62,264.1,0.04,67.6,53.48
2024-05-03,7.3344,7.8905,7.6802,3.2299,11.26,18.64,3.86,3.18,251.3,0.01,65.14,64.1
2024-05-04,7.2209,7.8523,7.829,2.2726,14.1,22.42,6.01,4.19,237.7,0.03,66.26,72.18
2024-05-05,4.4467,7.6154,0.954,3.528,13.58,19.41,8.01,4.57,233.4,5.71,80.31,79.18
2024-05-06,6.0346,8.0011,4.201,3.3463,13.27,19.11,7.72,3.03,309.9,2.04,70.24,54.46
2024-05-07,8.143,8.2229,10.457,1.2912,13.09,21.42,4.46,4.01,20.9,0.0,61.82,19.19
2024-05-08,7.771,8.3009,7.5586,2.6878,14.26,22.12,6.22,3.25,53.3,0.0,58.51,61.3
2024-05-09,7.1604,8.1526,5.8733,4.0913,17.28,24.27,7.53,2.27,89.4,0.0,56.16,70.88
2024-05-10,7.7417,7.9918,8.7259,2.2942,18.26,26.75,8.88,3.11,123.5,0.01,55.27,45.37
2024-05-11,7.5221,7.9037,8.1151,1.8742,18.12,26.24,9.17,2.83,150.8,0.23,59.84,29.38
2024-05-12,6.3874,7.6308,5.3458,4.2353,18.68,25.81,11.87,2.16,352.1,0.0,60.98,68.47
2024-05-13,6.1543,7.5482,4.3514,4.1014,18.74,25.91,12.65,4.01,241.1,3.05,59.89,75.26
2024-05-14,5.9935,8.3407,4.1064,3.3881,13.63,19.93,7.09,3.99,302.4,2.06,62.56,74.98
2024-05-15,6.3247,8.4746,4.6565,3.4246,11.7,18.09,5.01,3.48,297.5,0.13,59.53,74.59
2024-05-16,5.9654,8.2318,2.7557,4.025,11.98,18.65,5.05,3.74,257.8,0.16,60.84,79.35
2024-05-17,5.4233,8.2723,2.723,3.5942,13.56,19.35,8.83,3.56,255.6,0.97,68.57,82.39
2024-05-18,6.7411,8.2567,5.5145,3.1531,13.86,20.67,6.34,2.62,288.8,0.06,60.85,42.75
2024-05-19,6.001,8.1893,3.6468,3.4562,13.72,20.68,6.74,2.96,308.0,1.12,60.29,55.87
2024-05-20,5.9575,8.2318,4.6363,2.8997,13.91,20.55,5.83,2.59,308.5,0.22,60.9,54.13
2024-05-21,5.4811,8.0482,2.568,3.5532,14.43,20.56,9.14,2.75,295.7,1.39,64.23,81.9
2024-05-22,6.3811,8.1706,3.1452,4.0913,13.59,20.65,6.89,2.92,297.2,0.31,63.82,57.46
2024-05-23,8.3813,8.5094,9.853,1.5521,15.45,23.78,6.53,2.56,23.9,0.0,53.28,4.64
2024-05-24,8.2586,8.3856,9.329,1.7786,17.85,26.37,7.96,2.3,68.5,0.0,53.55,12.45
2024-05-25,7.9826,8.6273,7.8298,3.0053,18.82,28.18,9.33,3.66,241.0,0.0,47.67,44.17
2024-05-26,7.7321,8.37,7.069,3.2422,19.91,28.95,10.99,3.57,272.9,0.0,51.64,43.92
2024-05-27,7.7179,8.28,7.3006,3.5333,20.05,28.48,11.21,3.27,3.6,0.0,51.94,52.38
2024-05-28,8.1223,8.2726,8.6947,1.9284,20.78,29.2,11.1,2.62,58.4,0.0,51.94,32.04
2024-05-29,8.2601,8.3117,9.5645,1.6294,23.09,31.88,13.48,2.27,23.5,0.0,47.92,6.59
2024-05-30,7.6457,8.3006,7.8725,2.0736,23.51,32.07,14.39,4.47,20.7,0.11,47.58,37.44
2024-05-31,8.4202,8.7142,10.0147,1.7306,19.54,28.24,11.44,5.49,36.8,0.02,42.11,27.46
2024-06-01,8.4132,8.5469,9.649,1.6692,17.93,26.71,9.17,5.06,45.6,0.0,47.66,9.31
2024-06-02,8.585,8.6561,10.6625,1.2782,18.3,26.82,9.43,3.67,57.1,0.0,49.91,3.83
2024-06-03,7.2869,8.2034,6.3317,2.7494,20.4,27.54,11.35,2.75,90.3,0.52,52.36,26.13
2024-06-04,7.6054,8.3201,7.091,2.513,22.85,30.61,12.98,1.9,324.8,0.07,50.23,34.68
2024-06-05,7.3963,8.1161,5.989,3.1769,26.1,32.12,19.12,1.96,222.5,0.0,41.06,54.21
2024-06-06,7.2864,7.9013,5.0662,3.3005,24.8,32.46,16.98,2.77,102.4,1.61,50.99,73.6
2024-06-07,5.5874,7.4621,0.8158,4.487,25.6,33.38,18.6,4.65,116.2,0.08,43.57,95.52
2024-06-08,2.5356,7.5293,0.1514,2.046,19.31,24.38,15.68,3.14,265.6,5.21,66.45,82.29
2024-06-09,3.9274,7.9834,1.7261,2.5759,19.13,24.15,14.23,1.09,325.1,7.16,68.67,92.48
2024-06-10,3.5604,8.2478,0.5796,2.7444,16.04,18.63,12.57,3.2,41.6,16.29,75.34,94.23
2024-06-11,8.5306,8.7552,9.8918,1.6898,16.95,24.86,8.55,3.64,17.9,0.0,56.67,15.32
2024-06-12,7.3186,8.58,6.6535,2.887,17.13,24.13,10.66,3.77,23.6,0.42,57.37,38.78
2024-06-13,8.5121,8.7034,9.6722,1.6786,18.62,27.94,8.45,3.67,236.8,0.0,50.79,29.32
2024-06-14,8.6172,8.8774,10.8686,1.2614,21.83,29.92,13.51,4.32,252.8,0.0,42.72,14.15
2024-06-15,8.6618,8.8238,10.4952,1.5096,20.46,28.7,12.43,3.28,307.3,0.0,44.15,10.09
2024-06-16,8.7182,8.7523,11.3465,1.0994,21.11,29.8,11.39,3.34,258.0,0.0,42.8,2.92
2024-06-17,8.8349,8.88,11.4401,1.123,21.59,29.85,12.93,3.79,233.7,0.0,41.78,19.42
2024-06-18,4.4726,8.4977,1.3608,3.3778,20.28,26.72,14.22,3.93,218.1,1.26,49.67,78.38
2024-06-19,6.9823,8.6494,5.4043,3.2515,18.56,24.76,12.55,2.53,243.5,0.67,53.48,63.59
2024-06-20,5.4718,8.3419,2.7091,3.2942,16.59,21.23,11.65,2.73,291.2,3.8,62.96,77.64
2024-06-21,8.4842,8.669,9.9886,1.7122,19.8,27.85,10.28,1.78,343.2,0.06,53.07,16.84
2024-06-22,6.9917,8.3558,4.397,3.5683,21.45,30.05,12.95,3.26,343.3,0.0,46.58,61.94
2024-06-23,7.4263,8.3443,7.4503,2.2442,22.9,30.39,15.13,4.28,24.5,0.0,53.16,27.36
2024-06-24,8.5517,8.5711,10.7215,1.165,23.97,32.76,14.71,2.26,43.3,0.0,51.15,1.32
2024-06-25,7.5358,8.388,7.7921,1.8653,26.33,34.53,16.4,2.04,164.0,0.08,45.48,37.14
2024-06-26,5.1924,7.8958,2.6194,3.1898,23.64,30.95,18.4,3.51,109.9,1.0,52.34,76.36
2024-06-27,5.795,7.7938,1.4698,4.1938,24.45,33.18,17.36,3.31,115.6,0.05,45.74,77.87
2024-06-28,6.0034,7.7242,2.8214,3.5506,21.95,28.93,16.11,3.86,183.7,4.31,56.39,59.68
2024-06-29,3.4358,7.9279,1.1102,2.4322,20.2,26.37,14.41,5.22,248.4,1.13,67.19,93.21
2024-06-30,5.4163,8.2373,1.1803,3.9322,19.85,24.12,15.55,1.95,229.7,0.73,62.08,75.33
2024-07-01,7.8197,8.5318,8.718,2.0532,22.21,29.89,13.96,4.23,11.5,0.08,50.07,21.53
2024-07-02,8.5502,8.5814,11.0837,1.0435,22.48,31.51,13.22,4.08,19.1,0.0,48.96,6.16
2024-07-03,8.5169,8.6105,10.6577,1.1995,24.86,34.42,14.1,3.12,3.9,0.0,37.86,12.64
2024-07-04,8.5901,8.6066,11.1506,1.0658,27.1,36.38,16.03,2.14,56.6,0.2,32.39,1.93
2024-07-05,7.7801,8.2178,8.063,1.9354,27.98,37.67,17.56,3.4,203.2,0.12,35.43,24.18
2024-07-06,7.6178,8.189,7.1472,2.4737,25.69,33.48,17.62,4.7,329.8,0.94,40.74,28.47
2024-07-07,8.1262,8.496,9.1769,1.7786,23.25,31.32,14.51,3.57,255.0,0.0,40.11,14.16
2024-07-08,8.6712,8.7077,11.4804,1.0517,24.37,32.64,16.17,3.58,220.4,0.0,25.77,2.16
2024-07-09,8.2274,8.4979,9.493,1.9205,25.16,32.14,18.42,4.01,233.9,0.0,28.94,26.34
2024-07-10,8.3902,8.4252,11.0534,1.0462,26.81,34.88,18.47,2.85,252.7,0.0,38.62,3.11
2024-07-11,8.2668,8.4326,10.7854,1.1537,28.22,35.86,20.4,4.14,260.9,0.0,39.14,8.28
2024-07-12,8.6489,8.6765,11.4686,0.9936,25.27,32.77,17.23,3.16,342.7,0.0,35.17,3.96
2024-07-13,8.2073,8.4739,9.4721,1.9752,24.57,34.02,14.77,4.46,221.5,0.0,35.95,12.16
2024-07-14,8.4871,8.5752,11.0534,1.1314,25.44,33.4,17.69,4.3,239.3,0.0,22.34,10.92
2024-07-15,7.5598,8.3126,9.0881,1.753,24.59,31.1,18.29,4.74,250.5,0.01,35.44,17.81
2024-07-16,8.4926,8.6218,10.4059,1.452,24.28,33.28,14.29,2.4,326.6,0.0,28.12,7.87
2024-07-17,8.1343,8.4958,9.163,2.1845,25.91,35.48,14.51,3.25,205.8,0.0,30.15,16.15
2024-07-18,6.6214,8.0208,5.0724,2.9155,28.44,37.31,18.69,2.53,232.7,0.0,22.5,42.58
2024-07-19,8.2205,8.3357,9.341,1.741,29.46,38.5,20.01,3.39,260.4,0.0,21.87,6.0
2024-07-20,8.1312,8.3784,9.4987,1.482,27.58,35.91,18.71,4.53,279.7,0.0,27.61,22.5
2024-07-21,8.4406,8.5622,11.1559,1.0334,24.55,32.43,17.4,4.75,1.3,0.0,35.13,17.61
2024-07-22,8.4686,8.4734,11.521,0.8777,25.73,36.41,14.45,3.21,44.6,0.0,28.38,1.15
2024-07-23,8.1744,8.1775,10.607,1.0805,29.05,38.05,17.91,2.05,73.4,0.0,31.17,0.63
2024-07-24,7.8989,7.98,9.4126,1.457,30.89,40.08,20.26,2.69,17.1,0.0,31.73,6.66
2024-07-25,7.7575,7.9296,8.4538,1.8288,30.7,39.49,21.37,2.83,48.8,0.01,32.93,11.73
2024-07-26,7.2482,7.825,7.1213,2.0244,29.33,37.74,20.05,2.44,107.6,0.18,34.86,32.23
2024-07-27,7.3085,7.5617,7.3771,1.9913,30.25,38.2,20.81,2.75,160.7,0.02,29.96,23.01
2024-07-28,7.661,7.7434,8.1276,1.829,29.68,37.9,21.43,4.28,128.9,0.3,31.32,12.78
2024-07-29,5.113,7.2418,1.8398,3.385,29.01,37.03,21.7,3.08,114.1,0.55,34.68,67.59
2024-07-30,7.3961,7.6241,7.0032,2.2447,30.13,39.28,21.26,4.42,188.4,0.0,28.43,23.86
2024-07-31,8.0057,8.0268,9.9374,1.3097,29.98,37.7,23.08,3.12,259.0,0.0,24.66,1.72
2024-08-01,8.0705,8.0856,10.2199,1.2036,29.47,38.82,19.87,3.23,275.2,0.0,25.14,4.18
2024-08-02,6.857,7.6193,7.0068,2.2327,27.91,35.83,19.73,3.76,6.7,2.41,40.05,15.62
2024-08-03,7.687,7.746,9.173,1.4314,27.68,36.36,18.08,2.79,28.3,0.0,34.88,3.06
2024-08-04,7.3238,7.5936,8.2354,1.6747,28.93,37.34,18.78,2.47,68.1,0.0,32.49,10.22
2024-08-05,7.4047,7.5996,8.7053,1.5542,29.66,38.41,20.52,3.22,241.7,0.0,29.39,6.26
2024-08-06,7.7059,7.7335,9.3139,1.3884,29.65,38.01,20.88,3.22,264.5,0.0,27.04,7.11
2024-08-07,7.6402,7.6702,9.0972,1.4484,29.84,37.98,20.45,2.43,153.1,0.0,28.58,4.81
2024-08-08,7.4657,7.5862,8.5092,1.6675,29.78,38.49,19.86,2.19,118.2,0.0,24.64,6.86
2024-08-09,7.2466,7.453,7.9745,1.8055,29.84,39.3,20.04,3.25,124.4,0.0,25.11,7.66
2024-08-10,7.4657,7.5334,8.6004,1.6198,29.82,38.89,20.6,4.0,129.0,0.0,23.83,3.44
2024-08-11,7.4359,7.4647,8.6594,1.542,29.33,37.98,19.81,3.13,148.1,0.0,26.96,3.45
2024-08-12,7.0812,7.3109,7.7006,1.7846,28.86,36.79,19.96,3.27,220.1,0.01,28.36,18.69
2024-08-13,5.1974,7.2588,3.0626,3.03,25.04,30.01,19.35,3.66,309.6,0.56,37.21,67.11
2024-08-14,6.5978,7.4148,7.0154,2.1756,23.97,30.99,16.92,4.04,20.0,0.03,43.74,25.41
2024-08-15,7.6538,7.7326,10.6366,0.9451,22.22,31.69,12.82,4.15,34.0,0.0,39.05,5.03
2024-08-16,7.559,7.6118,10.219,1.0378,25.08,34.92,15.35,3.21,18.8,0.0,31.93,3.08
2024-08-17,7.0481,7.4146,8.1389,1.9315,26.65,36.23,16.33,3.28,326.6,0.0,31.86,17.04
2024-08-18,7.1321,7.1563,9.323,1.1638,26.94,34.34,19.74,4.41,2.9,0.0,41.06,13.18
2024-08-19,7.073,7.0853,8.6294,1.3884,25.9,35.65,16.08,3.48,23.4,0.0,34.66,2.23
2024-08-20,7.069,7.1004,8.5183,1.4611,27.17,36.66,16.98,2.96,30.5,0.0,24.23,2.96
2024-08-21,6.5491,6.7637,6.9962,1.751,27.46,35.98,17.9,3.52,74.2,0.93,41.97,19.82
2024-08-22,6.1692,6.7637,5.7089,2.3042,28.26,37.1,19.38,2.89,260.2,0.09,36.14,33.31
2024-08-23,6.5508,6.7615,6.9602,1.8862,28.17,36.58,19.33,3.04,187.4,0.32,26.15,15.03
2024-08-24,6.5119,6.8539,7.3094,1.7242,26.96,35.75,18.95,3.78,215.9,0.01,34.51,12.2
2024-08-25,6.437,6.8146,7.1933,1.7525,25.75,34.27,17.12,3.67,36.7,0.09,40.14,21.0
2024-08-26,6.0386,6.75,6.4651,1.907,26.35,33.97,18.97,2.26,84.6,0.01,43.97,38.14
2024-08-27,6.462,6.7445,7.1736,1.8835,27.17,36.08,18.4,2.59,219.9,0.0,34.12,19.05
2024-08-28,6.5004,6.659,7.1798,1.7616,28.28,35.89,20.17,2.94,207.5,0.0,23.22,16.73
2024-08-29,3.2863,6.1529,0.8904,2.3218,23.97,28.11,21.09,2.3,153.5,8.68,54.13,86.71
2024-08-30,4.614,6.3089,1.8715,2.9678,23.66,29.39,18.41,2.74,127.3,16.45,64.3,80.82
2024-08-31,4.1042,5.953,1.0836,3.0118,20.82,24.92,17.38,2.93,110.1,5.85,70.76,87.58
2024-09-01,5.292,6.1858,3.9761,2.7204,23.82,30.43,18.3,1.72,212.8,0.55,58.32,62.74
2024-09-02,5.8502,6.299,5.9352,1.9742,23.65,30.94,15.98,2.4,194.7,0.59,56.59,24.82
2024-09-03,5.6314,6.3305,5.4242,2.1617,22.83,30.28,16.18,2.63,178.7,1.08,55.77,37.87
2024-09-04,5.6366,6.3742,5.31,2.2798,20.08,25.71,14.67,4.31,29.3,1.62,62.7,40.15
2024-09-05,5.021,6.127,3.061,3.2249,18.99,26.5,12.51,2.9,353.0,0.01,56.12,68.78
2024-09-06,6.0427,6.4529,6.5066,2.0662,17.75,26.08,11.45,3.97,253.6,0.0,46.28,42.58
2024-09-07,6.4956,6.6406,9.1613,1.0183,17.71,26.13,9.95,3.12,247.8,0.0,45.56,24.14
2024-09-08,6.2789,6.4745,8.9546,1.0975,19.02,27.2,12.29,3.19,302.4,0.0,49.0,6.7
2024-09-09,6.5287,6.5364,9.871,0.7764,19.53,28.43,10.42,2.23,20.2,0.0,50.51,1.13
2024-09-10,6.3132,6.3696,9.1798,0.9509,20.92,29.51,12.56,2.89,32.8,0.0,54.26,3.74
2024-09-11,6.0358,6.2899,7.7419,1.6771,19.93,28.54,12.58,4.02,10.4,0.01,46.59,25.34
2024-09-12,5.2164,6.0842,5.2702,2.7346,19.67,27.53,12.85,4.42,352.2,0.0,58.47,70.16
2024-09-13,6.4039,6.4284,10.1801,0.672,16.41,23.91,10.69,5.59,48.5,0.0,50.53,3.66
2024-09-14,6.1457,6.2585,9.3334,0.8518,16.94,26.11,7.96,3.07,61.9,0.0,49.56,9.66
2024-09-15,6.2909,6.305,10.0171,0.6986,19.15,29.19,10.0,3.51,33.8,0.0,35.36,1.86
2024-09-16,5.9383,6.2647,8.25,1.5103,18.75,29.78,8.7,5.79,40.4,0.62,33.92,23.93
2024-09-17,5.9981,6.0206,8.9897,0.8933,17.24,25.7,9.81,5.04,51.6,3.72,53.96,2.16
2024-09-18,4.7366,5.5404,4.5941,1.9649,18.52,25.72,11.36,3.2,94.8,0.83,61.7,38.89
2024-09-19,3.1318,5.189,1.224,2.1346,17.26,22.25,13.03,2.5,144.4,15.12,79.9,78.17
2024-09-20,2.85,5.3318,1.2209,1.9298,17.52,22.14,13.36,2.41,151.5,1.82,75.87,93.19
2024-09-21,3.1495,5.2085,0.973,2.3741,17.98,23.06,14.74,3.15,209.6,3.49,72.56,87.66
2024-09-22,4.3118,5.3542,3.6214,2.1043,17.67,23.07,12.28,2.54,274.8,0.16,62.58,54.13
2024-09-23,5.0424,5.4636,6.0274,1.667,17.14,24.16,10.96,2.59,282.1,0.06,58.17,24.95
2024-09-24,3.4942,5.5087,0.9043,2.7533,16.53,23.43,11.79,3.09,264.4,0.0,50.23,91.64
2024-09-25,2.377,5.1953,0.9638,1.8562,17.77,25.03,12.12,5.42,229.0,0.2,74.61,95.41
2024-09-26,3.1944,5.3203,2.5183,1.9951,18.6,24.49,12.85,7.92,238.3,0.43,71.47,55.44
2024-09-27,4.8101,5.5634,6.3228,1.4669,14.15,20.83,8.8,4.67,311.9,0.06,57.57,39.57
2024-09-28,5.6729,5.6904,9.8818,0.557,12.8,20.71,5.95,3.39,45.7,0.0,52.1,4.1
2024-09-29,5.3489,5.3743,8.7199,0.7718,15.66,24.4,7.06,2.16,177.5,0.0,49.22,4.25
2024-09-30,5.3582,5.3633,9.0665,0.6638,18.97,27.28,10.88,1.75,210.3,0.01,37.26,1.38
2024-10-01,4.3553,5.2025,5.029,1.6399,18.75,26.59,12.07,2.18,302.6,0.0,48.87,42.25
2024-10-02,2.3182,4.8792,0.9607,1.7885,18.34,22.93,14.72,4.45,270.9,4.24,78.48,97.61
2024-10-03,4.7854,5.1391,7.261,1.141,17.1,24.48,11.56,3.3,344.1,0.15,65.45,28.35
2024-10-04,4.0001,5.1089,3.7685,2.3791,16.14,23.42,9.19,1.93,353.3,0.03,64.98,46.34
2024-10-05,3.7987,4.7873,4.661,1.5763,18.0,25.73,10.93,2.79,261.6,0.01,65.23,50.11
2024-10-06,2.6465,4.6874,0.539,2.1713,17.8,23.44,13.74,5.18,228.4,0.21,67.06,94.42
2024-10-07,1.2785,4.5298,0.2741,1.0572,15.36,20.91,10.04,4.71,216.2,7.96,78.28,90.48
2024-10-08,2.1641,4.753,0.4022,1.7837,13.4,18.54,8.19,5.66,234.6,1.16,80.16,87.28
2024-10-09,1.6186,4.7246,1.3541,1.0478,15.98,23.01,11.41,9.04,228.1,4.32,77.46,83.69
2024-10-10,4.3841,4.8408,6.0941,1.501,13.26,19.65,8.25,2.18,289.2,0.07,64.61,35.72
2024-10-11,3.2618,4.6951,2.4631,2.0323,14.12,20.37,7.66,3.47,175.4,1.91,64.71,77.42
2024-10-12,1.603,4.4047,0.0197,1.3757,16.57,19.73,14.56,4.06,191.2,20.3,88.89,95.46
2024-10-13,2.9705,4.2686,2.6513,1.6781,17.73,23.84,12.71,2.84,118.3,0.07,74.81,63.63
2024-10-14,1.9704,3.8453,0.2945,1.6658,17.83,23.68,11.83,3.26,106.7,3.3,76.72,74.79
2024-10-15,1.921,4.0546,0.7673,1.4239,16.73,20.01,14.26,5.54,165.3,6.33,82.54,94.38
2024-10-16,2.8351,4.3226,2.9136,1.5226,17.04,22.35,13.71,6.79,210.6,14.52,82.93,78.84
2024-10-17,2.4451,4.3646,1.9082,1.5559,12.41,16.79,7.58,5.43,287.5,10.36,77.55,80.92
2024-10-18,4.273,4.4086,7.0502,0.9374,11.12,18.42,4.47,2.64,323.7,0.1,74.85,37.25
2024-10-19,3.6557,4.14,4.3745,1.6313,14.25,19.94,9.15,2.06,296.4,0.27,73.42,74.68
2024-10-20,3.2098,4.1066,2.0162,2.2606,15.1,21.79,9.75,1.64,252.1,0.0,70.8,70.13
2024-10-21,4.1448,4.1674,7.3596,0.7536,14.91,22.09,8.98,2.15,37.6,0.0,66.01,10.18
2024-10-22,3.0998,3.966,3.5436,1.6147,15.05,21.51,10.2,3.67,60.2,0.0,77.34,37.74
2024-10-23,2.5018,3.9732,3.2167,1.3262,15.03,20.79,10.84,2.69,119.1,0.0,77.65,46.72
2024-10-24,2.2776,3.9629,1.74,1.53,14.48,20.25,10.1,2.69,171.8,0.03,79.79,79.68
2024-10-25,1.5408,3.7447,0.7476,1.1546,13.01,15.92,6.77,3.36,252.4,1.28,80.34,88.94
2024-10-26,2.9172,4.0128,3.0953,1.6361,7.53,12.88,4.21,3.06,314.2,3.36,73.93,74.94
2024-10-27,2.6153,3.8906,2.9323,1.3824,7.27,12.96,2.54,4.09,26.5,6.11,77.12,78.89
2024-10-28,2.837,3.6115,3.013,1.542,11.92,19.0,5.99,5.3,60.7,0.31,81.63,74.15
2024-10-29,0.9946,3.0586,0.0523,0.8551,13.2,15.95,9.86,7.38,60.3,19.89,88.33,93.35
2024-10-30,2.581,3.337,2.329,1.4251,14.46,19.33,10.47,5.38,110.1,11.75,79.01,81.18
2024-10-31,2.7862,3.2434,2.2522,1.6968,13.38,19.17,9.67,3.56,115.5,0.59,80.11,78.32
2024-11-01,2.5675,3.4673,2.6827,1.5554,13.32,18.86,10.0,2.83,102.6,5.72,83.06,92.78
2024-11-02,1.8365,3.3259,0.5222,1.4635,12.0,16.24,8.98,2.78,68.2,0.91,87.76,75.09
2024-11-03,2.6366,3.504,3.786,1.1378,11.85,18.54,7.99,3.19,114.4,0.01,83.11,32.64
2024-11-04,1.8542,3.3401,1.0572,1.3872,13.01,18.16,7.87,2.55,139.6,0.0,81.39,85.89
2024-11-05,2.6729,3.3192,2.1782,1.77,13.64,18.64,9.89,1.35,176.2,0.17,78.13,56.59
2024-11-06,3.3463,3.377,6.4932,0.689,13.44,20.23,7.59,2.3,76.6,0.0,75.48,2.44
2024-11-07,3.0262,3.3139,4.6421,1.1568,12.55,18.85,8.42,2.08,111.3,0.0,82.3,26.13
2024-11-08,1.4755,3.1118,0.5496,1.2084,10.8,15.16,7.31,2.13,155.6,0.0,89.76,72.04
2024-11-09,2.7142,3.2527,4.2595,1.1258,11.12,17.77,6.7,2.7,332.3,0.02,80.73,33.0
2024-11-10,2.0064,3.2479,1.0313,1.5108,10.62,17.47,5.52,3.51,349.4,0.46,83.55,65.96
2024-11-11,2.8886,3.2455,5.6585,0.7812,10.88,17.46,6.73,4.45,28.9,0.14,80.08,15.09
2024-11-12,2.4506,3.2506,2.2843,1.5907,7.52,13.77,2.45,4.64,18.7,0.07,75.55,55.17
2024-11-13,0.8686,3.1073,0.355,0.6948,6.28,10.14,2.41,6.76,66.1,3.76,81.86,92.53
2024-11-14,1.5725,2.9155,1.069,1.1822,11.11,16.58,7.91,4.12,92.9,0.72,87.63,94.23
2024-11-15,1.481,2.8536,1.4546,0.9818,11.84,17.07,8.9,4.27,116.4,0.21,83.94,93.85
2024-11-16,1.8312,2.898,1.0438,1.4088,10.11,14.39,7.61,2.76,98.7,0.0,87.92,79.85
2024-11-17,2.839,2.9594,4.8314,0.9991,10.73,17.31,5.97,1.72,20.7,0.0,82.58,48.74
2024-11-18,2.5874,2.8325,4.0644,1.0399,12.54,17.84,8.4,1.65,304.8,0.14,73.42,44.36
2024-11-19,2.4127,2.8872,4.5266,0.7805,10.55,17.01,5.94,2.35,289.2,0.0,82.75,34.79
2024-11-20,2.4046,2.9064,4.3838,1.333,9.26,16.12,5.08,3.89,296.9,0.01,84.99,72.66
2024-11-21,1.5938,2.8884,1.6246,1.097,9.58,14.97,6.34,5.67,260.1,0.48,85.51,84.34
2024-11-22,2.4127,2.9981,4.3075,1.2324,9.86,14.63,6.14,2.75,271.3,1.09,75.93,85.56
2024-11-23,1.7822,2.7698,2.0638,1.1256,9.63,14.58,6.77,3.06,171.5,0.39,91.73,77.78
2024-11-24,1.2182,2.6798,0.3715,0.9948,11.33,16.56,7.62,5.71,155.9,0.08,78.13,93.89
2024-11-25,1.1909,2.7346,0.7202,0.9314,10.18,14.98,4.7,5.61,222.0,5.97,80.71,74.07
2024-11-26,1.9015,2.7869,0.427,1.5912,6.33,11.12,3.09,1.62,24.6,0.0,80.5,85.29
2024-11-27,2.7766,2.8354,6.3096,0.6374,6.63,12.93,0.8,1.59,44.8,0.0,70.67,12.91
2024-11-28,2.7986,2.8102,6.774,0.4726,6.72,13.3,0.79,1.62,118.5,0.0,71.22,2.16
